RepName	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53
FOXJ1	2.745707862	2.612324102	1.931999445	0.146251492	4.058097574	7.597063158	4.758693625	1.739077474	2.936265182	6.120862237	0.087806944	2.91310389	0.201718869	0.258236621	4.073879338	0.653112604	1.507779274	4.074249262	7.353507163	1.360985917	1.527778886	2.993310526	0.605274185	0.513095024	1.582231351	8.102364272	3.21747114	0.181344479	18.44921975	7.247871788	1.739194948	7.936614851	4.645505993	2.990147874	21.12774762	0.03628775	0.969422186	8.679115597	1.814582617	0.672207851	4.74954677	1.522650132	3.504989109	0.674020765	0.839066124	7.521991757	2.561188491	0.626808396	0.996019784	1.736637763	1.714212717	4.528178609	1.482392605
IL15RA	1.117242144	0.330701041	1.39848486	1.200388564	0.226382423	0.114897232	0.897235398	2.715417364	1.895169643	3.984052264	0.062525891	0.747903454	0.165186821	1.175557456	3.629430904	0.417775487	1.014948955	0.39456407	0.385022972	0.92405977	6.506106947	2.881771191	1.077514669	1.198859128	2.185307673	2.04338631	3.445754724	0.502181724	1.65003082	0.268958274	0.544287968	4.970626192	1.25526368	2.024088062	2.090261855	6.218806005	1.852565868	1.848558879	1.192739689	4.786682387	0.604455909	1.032126694	2.571653926	1.288095591	1.80777601	3.867039377	0.948820395	2.570587939	1.678376515	0.905904401	4.017090619	3.927401012	1.849791565
IL18	1.054986988	0.365119973	1.791796861	3.034770903	3.992913594	0.494069124	2.90351949	0.795991717	1.163517601	0.774454637	0.755735208	1.298886715	0.100162517	1.108240125	0.997825709	1.330179115	0.298302354	0.663559918	1.708518445	0.64959745	1.160228785	2.639693116	3.490956621	3.264302418	4.028429624	4.107005767	3.740458463	4.328864292	2.279259464	3.963853655	0.473048609	4.866758362	5.622589206	4.839163321	2.249330976	4.192305365	1.689678302	1.439089345	2.564447564	3.152381008	0.64227791	2.1518758	1.211763518	4.124880589	1.944292827	2.042037189	0.499189865	1.244954566	1.827261636	0.360970736	2.41426716	7.139611848	1.430088169
IL21R	0.534805432	0.107063578	0	0.412502724	0.017737582	0.025506975	0.272670199	0.07602414	0.569349579	0	0.055522533	0.065786738	0.004783196	0.083102688	0.116960372	0.020998957	0.022345469	0.0154575	0.023311198	0.010006809	0.099446623	0.181703552	0.331208697	0.463851893	0.795687394	0.760494025	1.356325139	0.054149091	0.729991179	0.222695612	0.010507037	0.963646661	0.570446177	0.06127416	0.438254617	0.08030979	0.060986247	0.194775799	0.33098253	0.673001986	0.143772968	0.430487106	0.182533439	0.570999036	0.214265648	0.200033162	0.211897684	0.374327412	0.014423091	0.023941561	0.768611787	1.943909913	0.100430789
KLRC1	0.156711017	0.074217747	0.030620065	0.184519044	0	0	0.093838836	0	1.692051399	0.46952322	0.182421258	0	0.067696942	0.159179372	0.359096889	0.074299959	0.152481112	0.015626513	0.188528669	0.222556911	0.287239929	0.022961288	1.026812434	0.292116379	0.40728479	0.708113816	0.355031266	0.025760545	1.06860595	0	0.180572669	1.398239414	0.019885636	0.106189942	0.677600535	0.011598271	0.161246495	0.208051075	0.301141352	2.327549445	0.116275988	0.336924436	0.52610471	0.176763209	0.206293747	0.758326235	0.351923951	0.400680336	0.160388724	0.30980274	1.688515122	1.337546636	0.108297495
KLRF1	0.973125666	2.105692945	12.06411113	0.837622736	2.303774067	12.00915443	0.376751757	0.059842956	0.207885003	0.577160246	0.030047164	5.330105652	0.869744522	0.719563754	0.900202934	0.409104675	1.620423325	0.602290448	1.554209398	1.581294152	2.890773529	0.098332626	0.143392337	5.728263093	2.267477258	1.386297379	1.101005005	1.406587095	0.464431294	2.38936715	0.318421609	0.098164193	6.983204141	0.075793774	0.669657965	14.28014144	0.568683718	1.861526382	0.716472105	0.920106726	0.78843118	0.420843578	3.110573844	1.644099506	0.088346116	0.685596464	0.344018413	0.50047942	3.465576797	1.22309077	1.119865732	3.304671085	1.42035173
LILRB1	2.625593769	0.444086502	0.912610271	1.669702925	0.596238922	0.137305787	1.267422947	0.546691268	3.564456083	0.770743305	0.357480473	2.069889376	0.252041267	1.803732143	1.249409538	0.847600809	0.803362322	0.757484303	0.716632968	1.186054474	0.521072449	1.716646467	1.606055479	4.948462466	2.933820423	3.051333363	3.887258418	0.475037602	1.900045499	1.022830833	0.358828543	4.658541285	2.641826871	2.299632579	1.760375071	1.033060231	1.056766716	1.269254333	2.111973942	3.177836302	1.559691403	2.109284986	0.825640564	3.225520353	1.738838175	1.742408446	1.673855061	2.503571591	0.282756415	0.534716663	4.464884729	4.647359032	1.797186839
NCR1	0	0	0	0.220314178	0	0	0	0.026547712	0.158095837	0	0.059999092	0	0	0	0.037449013	0	0.048294188	0	0	0	0	0	0.222667675	0	0.14510544	0	0.287408826	0.036705553	0.271005623	0	0	0.098008624	0	0.075673657	0.17331375	0.049591341	0	0.147675666	0.04768911	0.204144123	0	0.080012527	0.078328764	0.164860835	0.088206106	0.144107356	0.032711735	0.379834336	0	0.041394998	0.934684019	0.117282252	0.077155189
NECTIN2	13.75080962	11.17495406	12.39635568	16.83743081	10.6403333	5.094135505	7.738412623	9.191858838	7.059868048	7.73600314	8.002888017	10.43965761	5.829287175	4.042422496	4.136254461	3.214237691	4.442374833	6.129134223	6.130446476	5.937190331	9.692344149	2.383948656	4.522491604	6.673243335	7.958031333	15.24366782	20.50923407	16.94829767	14.33379392	9.654524666	11.39578349	14.31224491	3.426695805	12.09702657	7.591365812	11.43977608	9.581150451	2.978687118	10.54259407	11.20504102	7.335610363	7.004312678	8.803714348	5.970101204	13.52035545	11.06878895	6.652371014	5.424758227	7.048847138	2.491963375	5.085183998	11.40932835	9.213795751
PLA2G6	4.531549986	2.518349289	4.12051019	3.853161542	2.1548061	2.411484956	5.393605888	1.067040289	2.860395618	1.136958853	1.523667747	0.641619612	2.100192907	4.686946007	4.67677515	3.130780192	3.739096034	2.576177303	7.598549684	2.940338002	2.519851929	3.443331074	4.781034796	4.010632437	2.406693299	2.625460129	2.247266045	2.227899949	3.162775027	1.296137169	1.761672433	1.927390696	5.319063648	2.624789534	5.113228853	1.482056995	3.23103062	9.000335104	4.530389379	2.844992575	1.828386417	1.979772121	1.185349897	2.466824111	2.677049907	8.412580745	0.883895161	7.505349049	5.780175261	3.631194595	3.967210235	6.464666508	2.258620665
PVR	1.265368221	1.44756047	1.232826677	1.573992833	1.11864136	0.347965457	0.991243881	2.695582672	1.251809991	0.880954185	1.25411681	0.74823437	1.49759224	1.146400661	1.329157456	1.197526803	1.064428298	0.795086603	1.317919893	0.975729473	0.775227502	0.985422565	0.780216093	1.115579901	1.171294418	1.575441266	1.944543114	1.587101774	2.56525946	1.948828741	2.171198833	2.332566673	0.404717372	1.299854519	2.659743507	1.498409925	1.67443689	1.53855247	1.598844277	1.235761575	1.320425905	0.621120401	1.146478335	0.816287019	1.743307331	1.088556433	3.191958312	1.398519075	1.245067745	1.259322992	0.899124733	0.655514947	1.305688091
TNFSF10	31.07460601	1.643930634	9.003153327	5.538222472	9.771456702	0.970465896	11.03649436	0.920339793	15.77896111	8.364984699	0.759168986	12.09780065	4.655825078	10.92074114	7.444136728	10.38633664	3.095185882	5.427790408	8.292730179	7.027638268	13.78330943	7.453390184	12.91656167	11.92218543	26.10617385	15.07009193	14.14412271	1.858232913	10.80930827	1.941710284	2.390244159	14.25220843	35.47138642	22.43878967	14.94421247	70.7687889	4.365527581	2.266307351	7.581986405	26.56036067	1.26117152	13.67099539	8.219320691	6.895126438	6.292061198	17.48077506	2.843325677	16.49356764	2.480836567	3.271672471	15.21923891	15.00499303	9.298005593
ULBP2	0.443392399	0	0	0.119330608	0	0.312675389	0.284468742	4.170179917	0.224235509	0.017572113	0	2.0737078	0.078179283	0.321697338	0.265509292	0	0.10272011	0.063161545	1.104933341	0.572449414	0.928806986	0.185616643	0	0.18642933	0.576178318	0	0.569058767	0.143168812	2.127550976	0.059345606	0	0.463246754	0	0.357678483	0	0.023439802	0.057507342	0.030033269	0	0.796047392	1.527439708	0.283714772	0.047607932	0.223271132	0.291839978	0.817363968	0.726690579	0.224934571	0.132603303	0.17609153	0.060397253	1.413953651	0.766032394
XCL2	0.225697326	0.059383001	0	0.070865819	0	0.185685785	0.225246602	0.089444987	1.46481248	0.041741586	0	0.091221824	0	1.358532055	0.168187381	0.560517081	0.054223546	0.337582724	0.04525359	0.29139043	0	0	2.143230656	0.369043824	0.488814219	0.388508607	0.881587638	0.092751713	0.812684219	0.281944429	0.305956706	0.770291978	5.059655982	0.169929101	0.750684195	0.055679957	0.409816558	0.784766118	0.481897608	2.06287273	0.372138336	0.808738549	0.30157338	0	1.386499539	0.242700378	0.440735333	2.618166362	0.559985478	0.139431905	1.434703429	1.778171772	0.64988132
CCL5	3.033140763	0.554199083	0.219500432	3.756546839	0.514169722	0.046211605	2.52256958	1.569341708	8.798857089	0.966104903	0.553253355	7.219352769	0.415959966	5.832186212	3.955465568	2.967456876	0.647741231	0.44807564	0.743308952	0.83396057	1.338404661	4.937950937	5.440533349	2.479785399	7.262573717	6.671479069	13.80030006	0.36932977	5.991734732	1.403349697	2.855378179	14.62416182	9.194507616	0.06343536	7.472908354	14.71620412	2.583772262	3.302424484	3.477964627	8.214191241	1.66705262	7.094791841	5.572651116	6.454443079	4.880106236	4.409259959	5.018123658	12.20720484	1.149749173	0.832809739	8.515750172	14.67735944	2.717163225
CCR4	0.083862411	0.022064956	0	0.2633163	0.015993142	0.045996875	0.146466138	0.240954447	0.03711005	0	0	0.033895316	0.51753393	0.181408939	0.351525526	0.028400655	0.191404635	0.236934094	0.025222331	0.036090671	0.179332671	0	0.338453317	0.246826269	0.726515282	0.306761259	0.977255682	0.086159443	0.221758688	0.174603602	0.25578992	0.511102823	1.525297321	0.078925748	0.58885626	0.051722539	0.07613782	0.735616528	0.059686271	0.319375888	0.051853325	0.500838638	0.42721234	0.37935795	0.570380046	0.105210279	0.504939422	0.625392466	0.149553147	0.103617495	0.772985008	1.303078238	0.241476563
CCR5	0.253315336	0.031810012	0.067494228	0.368764726	0	0.009473077	0.267173632	0.078714999	0.458569861	0.038331326	0.030930905	1.242574398	0.099480583	0.987636525	0.476210294	0.319752292	0.207472989	0.206668291	0.200855938	0.096627564	0.084419753	0.253061906	0.410027107	0.564821975	1.024939051	0.550016883	1.340275701	0.132492825	0.287632007	0.251717815	0.156089024	0.724201522	0.438328811	0.065019169	0.370208515	0.443134824	0.320581508	0.933570923	0.467111715	0.552515068	0.469885456	0.567313647	0.35770775	0.657500649	0.66692656	0.346689646	0.758864145	1.087643185	0.192838137	0.106700341	0.779514382	1.360746917	0.43764339
CD28	0.259655879	0.054654242	0.219850185	0.273119914	0.128747251	0.042724836	0.317443241	0.09261264	0.06894037	0.05762646	0.069751248	1.07046056	0.22967665	0.322355879	0.71592393	0.750374184	0.318148468	0.189872526	0.145774921	0.262599346	0.253829545	0.710168897	0.246570241	0.254742226	0.438641967	0.201133729	0.835050879	0.1671746	0.236662046	0.362208649	0.070398227	0.569693935	0	2.355735654	0.182322435	0.012811519	0.282886681	0.537601667	0.110880842	0.098885574	0.42813049	0.31014061	0.320927168	0.344744796	0.148117643	0.279217221	0.430991338	1.014277638	0.157033799	0.251310429	0.54468802	1.375176127	0.44859771
CD38	0.75225859	0.131409897	0.078311809	0.528543055	0.141109101	0.015218814	0.40153155	0.051316404	3.312456683	0.797126106	0.07177666	0.373827221	0.167429309	0.389708699	0.871878771	0.204641831	0.193321135	0.25823741	0.274464969	0.306490435	0.169528948	0.424621419	0.228357054	1.137281444	0.701106583	3.088691587	1.529396628	0.081087298	1.887910063	0.365879467	0.351067137	1.704595372	1.541393459	0.055709584	0.615261073	0.862507468	0.115694004	1.026187797	0.315970781	0.704471388	0.198253076	1.010834728	0.580848714	1.523588592	0.714293227	0.643166029	0.701382151	2.412986676	0.249561853	0.114278446	1.405180802	2.007959984	0.490031556
CD40	8.100573359	1.919524303	6.25905219	6.951090756	4.701672977	1.586787287	9.377397557	1.325992669	17.9007047	8.747023005	0.916074995	8.05299459	30.80158307	11.88702076	13.56330154	10.78017594	16.18571763	2.667422789	3.18789191	2.825712751	22.96331126	11.45120685	11.18016569	6.877770648	11.22391902	5.846122179	9.099341248	14.85290594	10.23042017	2.597929835	3.01243767	14.93956999	5.788652691	13.67534944	10.91481387	16.50874293	17.51054089	9.614071198	14.93251778	2.835870392	4.293171473	4.462177248	6.269101686	8.70199457	8.499940647	31.93972911	13.47689743	16.98572757	7.981708923	8.330295843	19.078141	8.500646985	28.14947662
CD40LG	0.186155784	0.036734449	0	0.21918872	0.026625897	0.019144269	0.470265814	0.18674164	0.494256035	0.219482175	0.020836229	0.25393505	0.057440475	1.011095145	0.689272059	0.283693941	0.109014096	0.092813057	0.209954739	0.015021227	0.170605026	0	0.132580697	0.022829128	0.574524846	0.210290707	1.445182684	0.019125468	0.298494843	0.465097102	0.078860608	0.612648293	0.679132234	0.026279624	0.077395802	0.051665607	0.140840767	0.915750246	0.645889547	0.584877968	0.201429859	0.833812262	0.443065569	0.287076049	0.796427835	0.150134961	0.318079765	0.3140047	0.227330373	0.014375478	0.976261596	2.322181641	0.442219738
CD80	0.572426862	0.083095541	0.025712087	0.718936273	0	0.010826373	0.34474017	0.113427825	0.628895809	0	0	0.670152484	0.154296414	0.475253666	0.514821939	0.338692323	0.379379181	0.308362212	0.269127168	0.169894617	0.192959435	0.057842721	0.35613783	0.735882345	0.658355011	0.611601785	0.452326986	0.037855093	0.475314667	0.008219357	0	1.135624978	0.617834895	0.059446097	0.204252974	0.28243758	0.31062556	0.511631182	0.252872508	1.022340806	0.358007966	0.223978375	0.323090871	0.417460729	0.710233479	0.523572119	0.976485504	0.691605548	0.171411677	0.130072797	0.388972971	1.054038882	0.363755545
CD86	1.75913018	0.208764854	0.588890575	1.813459821	0.211140189	0.060724708	1.06810274	0.749560446	2.732686778	0.122856527	0.154213553	0.596644342	0.668060965	2.443539471	1.601939539	1.324799252	1.307786098	0.852529249	1.33193283	0.794110279	0.698986709	0.973312759	1.997563306	3.958572149	1.934265027	1.46111791	1.92203376	0.278048246	1.428522464	1.060347304	0.908849572	4.444378842	3.215652595	1.806083815	1.404781474	2.813287761	1.54869933	1.615675412	1.602212568	3.120117511	1.734227443	1.366486567	0.634887863	2.020645966	2.056611207	1.097953818	2.372195629	2.769600982	0.452106402	0.691574677	3.647953662	2.746040331	1.615230198
ICOS	0.239776743	0.113557361	0.062467248	0.557120547	0	0	0.418771329	0	1.018597219	0	0.057254332	0.620239426	0.029594332	0.676537407	0.509235781	0.0324809	0.195860777	0.095637803	0.12499914	0.381800416	0.263696029	0.772905597	1.161233971	0.345017606	1.391743712	1.465242953	1.910628724	0.164229562	0.577386021	1.178161734	0.292538567	2.688845288	0.588238921	0.108317756	0.903848368	4.270873765	0.406356229	0.939831263	0.307175564	1.534090987	0.434888316	0.730310784	1.057274085	0.749393304	0.715453232	0.206272381	0.780382032	2.270606066	0.096674242	0.434514449	2.758807225	6.359961319	0.662805236
LTA	0.170388271	0.057639459	0	0.171962826	0.194965336	0	0.309730287	0	1.227921782	0	0	0	0.10515046	0	0.136041031	0.148379934	0.008771915	0.036407885	0.014641634	0	0	0	0	0	0.221415675	0.219975944	0.57997673	0	0.238290289	0	0.14848676	1.139314987	0.864847726	0.02748997	0.56672263	0	0	0	0	0.333717465	0.210706997	0.348885868	0.219539171	0.377517164	0.48063949	0.18322458	0.118831921	0.172877175	0	0	0.232096525	0.831019188	0.126160035
TNFRSF18	0.282757966	0.131287359	0	0.172341658	0.114191791	0.027368322	0.423289936	4.073652672	0.736020862	0.055370821	0.50638101	0.16134277	0.102644908	0.075088023	0.037183835	0	0.023976108	0.082927481	1.140561364	0.021474091	1.707258318	0	0.142151333	0.620086539	0.25936767	0.257681161	0.337837885	0.041012166	0.65131429	0.332447456	0	1.02180352	1.730691821	0.262982331	0.405693653	0.024620091	0.020134357	0.173500613	0.071027132	0.304047856	0.041137243	0.417201344	0	0.070354121	0.744442879	2.217847353	0.081200255	0.401643595	0	0.020550939	0.317192497	1.223066309	0
AKT3	0.638056105	3.958820544	4.345792767	9.423829626	0.769707595	0.333683901	1.345159838	1.924917027	4.085663692	0.495812424	0.992086961	14.3138501	0.23198197	13.58738596	10.04947216	14.508336	9.796476665	2.249036698	2.826445655	3.746376511	0.834069552	17.60087516	9.638046417	5.848992051	2.170348399	0.84290491	2.872268034	3.49620737	7.381174205	2.364448886	3.917999497	0.265292174	6.468921138	4.319878161	2.701682434	2.606410922	2.694346838	2.514064107	5.491624811	0.376793684	1.015351715	8.533928292	1.060744491	10.2806242	6.307122224	0.397150867	0.590799574	9.536376297	11.37781167	13.15973802	8.888595733	2.329482545	3.349763267
CCR2	0.152903439	0.143040972	0.099586983	0.512101886	0.025919773	0.009318279	0.34758453	0.131292207	0.150358829	0.006284161	0.091276412	0.260934004	0.048927498	0.945932077	0.968507911	0.521655037	0.130612945	0.084704657	0.476902282	0.190097195	0.207600678	0.630614272	0.596923898	1.266750588	0.912523045	1.169792859	1.791750712	0.069818461	0.604097809	0.50935795	0.299399905	1.822335542	0.244327509	0.204661462	0.25114416	0.402363389	0.308487685	1.004239953	0.749675875	0.310563749	0.266119284	2.019102192	0.454016179	1.784569133	2.132092571	0.365383371	0.547406743	1.801886796	0.295068694	0.209913557	2.267930601	2.20110747	0.665305774
CXCL10	41.1471516	2.641456971	1.581949818	16.65937805	1.852822548	0.088813116	9.130538748	0.427813472	27.324051	3.992982344	0.451091048	67.9337851	4.507867352	19.91990983	2.895971991	20.03394297	13.0842108	13.13249471	3.289993743	61.50925458	2.176520839	12.1262958	4.869237648	8.225500018	16.45943557	48.36039416	25.77757251	0.384478876	12.62076978	4.49511401	3.951137918	55.79067925	58.49149183	1.341066005	23.57765958	157.6058392	8.951323711	14.17806738	8.067171017	20.14446427	2.313908664	14.79578571	19.83326209	15.15702205	8.763182799	19.34717904	39.96469219	28.75094542	0.385019803	2.734289325	6.930777535	57.73921319	8.330427652
CXCR3	0.102181979	0	0	0.074862012	0	0.037363198	0.084981599	0.013498411	0.080385179	0	0	0.082599353	0	0	0.012690831	0	0	0	0.01365871	0	0.083240959	0.166352188	0.097032408	0.089109615	0.11802947	0.205208494	0.603128413	0	0.183966916	0.198562367	0.046172843	0.664268976	0.316952691	0.282089609	0.125875557	0.033611317	0.013743699	0.021532983	0.09696615	0.051885718	0.056160511	0.406830527	0.091022685	0.240118389	0.179349257	0.097671043	0.044341793	0.145144408	0	0	0.324773091	0.506881881	0.058845323
IFI35	10.92910416	2.393469035	2.386688946	4.249111652	2.844396162	2.150930923	6.416046139	1.636961141	12.65011329	2.639557639	0.172698857	9.328298405	3.425197636	3.035308678	3.054097004	2.119133186	1.521364835	1.624016819	1.546833295	3.154046643	2.788804175	1.538534302	5.158635612	10.40692362	6.182100068	7.027220813	5.36551603	2.589150211	6.134468359	1.191273562	1.583231617	13.00812381	5.492950929	0.822859926	3.848921095	6.629555429	1.91963181	2.174405645	4.392522341	8.569164259	1.431025622	6.239064702	5.755420203	4.834334893	3.723701462	6.01449177	3.870861003	7.381627537	0.986963762	1.681333468	5.149225505	7.119196137	3.350594407
IFNG	0.104741451	0	0	0.246655184	0	0	0.07839921	0	0.24719604	0	0	0	0	0.078808321	0.039026139	0	0.025164024	0	0	0	0	0.971958331	0	0.102759354	0.113424274	0.090149396	0.286388585	0	0.023571869	0.196266848	0.236646943	1.532042319	0.044303424	0	0.116125659	0	0	0.099325552	0	0.07977804	0	0.156382832	0	0.012306646	0.091920814	0	0.034089355	0.396746692	0.016242353	0	0	0.22922574	0.030159645
IL12A	0.129761532	0.136565715	0.042257256	0.600963897	0.593914133	0	2.849052672	0.044997005	0.401946452	1.139940292	0	0.498243804	0.013346463	0.402738739	0.338439466	0.585929969	1.028777369	0.204871175	1.873290286	0.40486626	1.268498544	0.380253021	0.585304781	0.254611923	0.379399844	1.172679944	0.53219935	0.186642067	0.562149886	0.878041771	0.014658795	0.126533896	5.570968608	1.441050931	0.647393122	0.272105531	0.654495327	5.31174083	0.923534375	0.642427458	0.695356184	0.678085561	0.151712235	0.830928356	0.199287146	0.255818199	0.390650064	0.261119698	0.100611202	0.093525169	0.577403917	0.141990983	0.691234382
IL15	0.142259619	0.095340027	0.136359593	0.621974432	0.006142617	0.092748588	0.25716321	0.022338534	2.323265363	0.294872823	0.115366462	0.735542553	0.019877351	0.136321085	0.372036637	0.367238452	0.145094112	0.07761869	0.681343471	0.263371171	0.364068222	0.959604579	0.282924951	0.347602172	1.206842337	0.561379152	0.522124644	0.293415421	0.92783856	0.070414511	0.076411483	1.586131946	1.880116712	0.018188196	1.345097639	1.279338218	0.350914534	0.287624989	0.37824924	1.165320542	0.205795902	0.360677267	0.446520819	0.386018664	0.14840263	0.225135724	0.178211671	0.190634619	0.152341148	0.076278009	0.839472738	0.52868024	0.343159781
IL2	0.113352902	0	0	0.071182467	0	0.062171827	0	0	0	0	0.135333073	0	0	0.021321912	0	0	0	0	0	0	0	0	0	0	0.024549919	0	0.088552681	0	0.06377465	0	0	0.165800112	0	0	0	0.027964375	0.022869318	0.143322303	0	0	0	0	0.075730223	0	0	0	0	0.053670715	0.035155478	0	0.432334224	0.148843094	0
IL2RA	3.388213221	0.412743334	0.145959249	0.683545722	0.598330014	0.105356296	1.014434059	0.662924618	0.651673837	0.574331351	0.668894474	1.850361712	0.164641189	0.078286181	0.656066626	0.354171892	0.269201702	0.329876394	0.3530511	0.227331605	5.339922233	0.25017488	0.182407213	1.319168666	1.594753304	0.991961906	3.184633357	0.122794966	1.239230618	1.299776625	0.22422925	6.83680652	1.02915445	1.253409404	3.005178853	4.636164526	0.167935374	0.688142397	0.318994647	0.975378154	0.092377096	0.946420061	1.326100815	0.398726626	0.407391099	0.504921331	0.995065878	0.917082431	0.253191314	0.639491071	0.722457549	2.578344083	0.507012408
STAT4	0.766485628	0.691955071	0.421494566	0.873314293	0.283595288	0.294533292	0.611505891	0.349235487	1.535442427	0.050930897	0.632908358	0.055652046	0.260583465	2.185972754	2.180392744	1.088044348	0.932866306	0.471397539	0.369947605	0.841443114	0.117777102	1.829166182	1.412131219	0.972621969	1.765419516	1.137690858	3.241343437	0.739382453	1.059766864	0.905903079	0.634630996	1.960300147	1.188112796	3.348518242	0.977008581	1.854701072	0.500036704	1.57992536	1.058375206	1.006803712	0.794611492	1.389715767	1.19588315	1.546634903	1.788404653	0.671228661	0.725978934	2.190548223	0.888244443	0.850637545	3.063462489	5.303545084	0.991188944
TBX21	0.072481084	0.019070427	0	0.144134327	0.018430193	0	0.024112112	0	0.17105966	0	0.028845278	0.097650791	0	0.154516848	0.216048704	0.010909458	0.017413504	0	0.029065734	0	0.029522793	0	0.206484965	0.142218946	0.188375034	0.29112245	0.641728632	0.046334634	0.244675999	0.040241973	0	1.484242599	0.286141048	0.072762023	0.446438643	0.035762441	0	0.152740626	0.206343966	0.257629883	0.13942783	0.490583371	0.201766952	0.329293023	0.614888965	0.190523649	0.11794917	0.354625418	0.052451973	0.109456259	0.844698724	1.015194957	0.125222846
TNF	1.950613874	0.411855574	0.203903433	0.78639293	0.238817232	0	1.093551129	0.169050976	3.592735268	0.463203394	0.186887615	0.506141029	0.25760212	0.335188914	0.187127106	0.4023147	1.508375862	0.583169353	0.251087925	0.232421051	2.61894769	0.611610124	0.594581934	1.401794401	2.148843808	1.07781306	2.003135441	1.5306754	0.281821834	0.130363215	0.14146582	4.495290091	0.52968529	3.064248019	4.564322049	1.081283886	0.838469119	0.29688046	0.891263884	0.403438719	0.258099532	0.509505135	0.611365251	0.724348985	1.373739844	2.821387246	0.114207538	0.296465357	0	0	1.163402182	2.19247167	0.721168655
CXCR6	0.257603853	0.039782678	0.021884221	0.363978111	0.076894181	0.009214606	0.159283657	0.003329012	0.15859836	0	0	0.067902868	0.020735631	0.486664869	0.281686017	0	0.096869826	0.033504899	0.047159635	0.072300848	0.04105819	0.016410478	0.303118105	0.241740813	0.749549665	0.63622787	0.765599507	0.10126112	0.317592687	0.020987122	0.05314056	1.08123633	0.426369111	0.025298054	0.633292433	1.83193697	0.142359235	0.382357329	0.263054394	0.153554235	0.096953127	0.842801974	0.258154802	0.521123693	0.353852522	0.373362117	0.224181535	0.715917581	0.104209218	0.055354159	0.437860085	0.573568343	0.319276794
GATA3	1.002235249	0.388175278	0.060816354	1.008565011	0.341902865	1.044783266	0.801429532	0.37375415	3.096237772	0.124339777	1.761422116	0.150961911	0.23818092	0.463695073	0.84195217	0.109624633	0.533916709	0.353819035	1.025987894	0.51436646	0.365122888	0.529015632	1.47192487	1.038234599	2.459155819	1.671639508	2.806006573	0.327453242	1.126354961	0.124423062	0.725731228	1.784645842	1.690431322	5.118088398	2.098103871	2.165386327	0.761091725	0.637543691	0.664572182	1.393977946	1.170109878	1.304912508	0.679983147	0.767987605	1.327533064	0.843448132	0.686821212	0.981505577	1.297398629	0.215361254	2.837256996	4.561146734	1.27982223
IL6	0.020435298	0.064520535	0	0.327236364	0.046765834	0	0.076479332	0.060739588	0.072342775	0	0.292774691	0.024778475	0.176555195	0.196039984	0.7309526	0.498281189	1.112015112	0.112074346	0.1720905	0.211066759	0.29965136	0.269476071	0.261973433	0.42102032	0.305384852	0.026382532	0.151660912	0.125970186	2.104008609	0.165932495	0.096957764	0.597809972	0.051862201	4.154187503	0.158594685	0.01512428	0.049474659	0.164718474	0.130897272	0.186778552	0.202166984	0.183063905	0.112634524	0.036015824	0.726325485	1.648110346	3.212390397	3.541333356	0.085560855	0.340863497	0.253309407	0.241501338	0.088263244
SMAD2	3.949372747	2.57129569	2.36435471	4.289236104	2.171528101	4.424299665	2.898338668	20.30195197	2.526054473	3.413262168	4.729050514	4.933005573	5.499117686	8.460702096	6.031811908	7.770585363	8.738602376	8.50822478	5.297219285	8.085568468	3.299795842	7.136120664	4.368140135	3.572294778	4.634368352	2.301742313	3.490173172	4.576890241	2.588422998	6.780910829	3.422337335	3.303885615	4.577738307	3.245736337	4.977669537	3.010147825	6.46829722	8.143042814	4.099150401	2.922790019	4.05927671	4.268397845	2.533469734	4.950189642	3.583103664	5.925066941	5.930081844	5.844834607	6.678533229	7.717181715	4.336320809	5.023579065	8.770371964
STAT6	14.72116839	13.33466529	31.24869921	26.80572928	26.19161936	18.3553799	16.80793971	7.850513506	12.03898573	16.14920072	6.920317342	13.29083725	2.567045355	17.66393004	17.25162816	12.73336899	13.59371214	13.08772687	21.25765364	18.65821077	17.27708422	12.38481779	14.67246662	29.15800186	14.58639579	20.98750326	20.86448236	19.44207072	20.27483849	9.643661026	6.746279682	16.27012989	12.16677773	12.47076564	12.06265224	11.99288908	17.29428122	17.27004543	21.07829909	15.52821936	3.431724296	20.15239863	16.73534944	19.58999969	20.63725557	20.74559462	8.572648467	18.45012102	22.50213365	11.9255483	17.36789299	18.43262031	13.2671072
