population	TCGA-04-1362-01	TCGA-04-1364-01	TCGA-04-1514-01	TCGA-04-1519-01	TCGA-09-0364-01	TCGA-09-0367-01	TCGA-09-0369-01	TCGA-09-1670-01	TCGA-09-1673-01	TCGA-09-1674-01	TCGA-09-2045-01	TCGA-09-2048-01	TCGA-09-2054-01	TCGA-10-0928-01	TCGA-13-0730-01	TCGA-13-0799-01	TCGA-13-0800-01	TCGA-13-0899-01	TCGA-13-0913-01	TCGA-13-0920-01	TCGA-13-1403-01	TCGA-13-1497-01	TCGA-13-1505-01	TCGA-13-1506-01	TCGA-13-1511-01	TCGA-13-A5FT-01	TCGA-20-1683-01	TCGA-20-1684-01	TCGA-20-1687-01	TCGA-23-1029-01	TCGA-23-1111-01	TCGA-23-1114-01	TCGA-23-1122-01	TCGA-23-1809-01	TCGA-23-2077-01	TCGA-23-2081-01	TCGA-23-2084-01	TCGA-24-1103-01	TCGA-24-1413-01	TCGA-24-1416-01	TCGA-24-1418-01	TCGA-24-1419-01	TCGA-24-1424-01	TCGA-24-1430-01	TCGA-24-1467-01	TCGA-24-1474-01	TCGA-24-1544-01	TCGA-24-1548-01	TCGA-24-1552-01	TCGA-24-1555-01	TCGA-24-1557-01	TCGA-24-1558-01	TCGA-24-1560-01	TCGA-24-1567-01	TCGA-24-1603-01	TCGA-24-1604-01	TCGA-24-1616-01	TCGA-24-1844-01	TCGA-24-2020-01	TCGA-24-2023-01	TCGA-24-2024-01	TCGA-24-2027-01	TCGA-24-2033-01	TCGA-24-2036-01	TCGA-24-2038-01	TCGA-24-2254-01	TCGA-24-2297-01	TCGA-24-2298-01	TCGA-25-1312-01	TCGA-25-1315-01	TCGA-25-1317-01	TCGA-25-1318-01	TCGA-25-1319-01	TCGA-25-1321-01	TCGA-25-1322-01	TCGA-25-1323-01	TCGA-25-1324-01	TCGA-25-1329-01	TCGA-25-1627-01	TCGA-25-1631-01	TCGA-25-1632-01	TCGA-25-1634-01	TCGA-25-1870-01	TCGA-25-1871-01	TCGA-25-2391-01	TCGA-25-2393-01	TCGA-25-2397-01	TCGA-25-2400-01	TCGA-29-1691-01	TCGA-29-1693-01	TCGA-29-1696-01	TCGA-29-1697-01	TCGA-29-1698-01	TCGA-29-1702-01	TCGA-29-1703-01	TCGA-29-1705-01	TCGA-29-1762-01	TCGA-29-1763-01	TCGA-29-1770-01	TCGA-29-1776-01	TCGA-29-2414-01	TCGA-29-2425-01	TCGA-29-A5NZ-01	TCGA-30-1861-01	TCGA-30-1862-01	TCGA-30-1891-01	TCGA-31-1944-01	TCGA-36-1570-01	TCGA-36-1571-01	TCGA-36-1575-01	TCGA-36-1577-01	TCGA-3P-A9WA-01	TCGA-57-1582-01	TCGA-57-1583-01	TCGA-57-1584-01	TCGA-57-1993-01	TCGA-59-2348-01	TCGA-59-2350-01	TCGA-59-2363-01	TCGA-59-A5PD-01	TCGA-5X-AA5U-01	TCGA-61-1721-01	TCGA-61-1724-01	TCGA-61-1728-01	TCGA-61-1733-01	TCGA-61-1736-01	TCGA-61-1738-01	TCGA-61-1743-01	TCGA-61-1900-01	TCGA-61-1910-01	TCGA-61-2008-01	TCGA-61-2088-01	TCGA-61-2092-01	TCGA-61-2098-01	TCGA-61-2101-01	TCGA-61-2102-01	TCGA-61-2109-01	TCGA-61-2110-01	TCGA-OY-A56P-01	TCGA-OY-A56Q-01	TCGA-VG-A8LO-01	TCGA-WR-A838-01	TCGA-09-0366-01	TCGA-09-1659-01	TCGA-09-1662-01	TCGA-09-1666-01	TCGA-09-2044-01	TCGA-09-2051-01	TCGA-10-0936-01	TCGA-13-0893-01	TCGA-13-0897-01	TCGA-13-0916-01	TCGA-13-1405-01	TCGA-13-1410-01	TCGA-13-1481-01	TCGA-13-1512-01	TCGA-20-1685-01	TCGA-23-1023-01	TCGA-23-1027-01	TCGA-23-1109-01	TCGA-24-0975-01	TCGA-24-1423-01	TCGA-24-1425-01	TCGA-24-1434-01	TCGA-24-1435-01	TCGA-24-1436-01	TCGA-24-1463-01	TCGA-24-1469-01	TCGA-24-1546-01	TCGA-24-1550-01	TCGA-24-1556-01	TCGA-24-1562-01	TCGA-24-1563-01	TCGA-24-1564-01	TCGA-24-1850-01	TCGA-24-1928-01	TCGA-24-2019-01	TCGA-24-2026-01	TCGA-24-2262-01	TCGA-24-2289-01	TCGA-24-2290-01	TCGA-25-1313-01	TCGA-25-1314-01	TCGA-25-1316-01	TCGA-25-1320-01	TCGA-25-1326-01	TCGA-25-1328-01	TCGA-25-1625-01	TCGA-25-1630-01	TCGA-25-1635-01	TCGA-25-2042-01	TCGA-25-2392-01	TCGA-25-2396-01	TCGA-25-2398-01	TCGA-25-2399-01	TCGA-25-2404-01	TCGA-25-2409-01	TCGA-29-1688-01	TCGA-29-1694-01	TCGA-29-1695-01	TCGA-29-1778-01	TCGA-30-1718-01	TCGA-31-1950-01	TCGA-36-1568-01	TCGA-36-1574-01	TCGA-57-1585-01	TCGA-59-2351-01	TCGA-59-2352-01	TCGA-59-2355-01	TCGA-61-1725-01	TCGA-61-1737-01	TCGA-61-1741-01	TCGA-61-1914-01	TCGA-61-1918-01	TCGA-61-1995-01	TCGA-61-1998-01	TCGA-61-2000-01	TCGA-61-2003-01	TCGA-61-2009-01	TCGA-61-2016-01	TCGA-61-2097-01	TCGA-61-2104-01	TCGA-61-2111-01	TCGA-04-1348-01	TCGA-04-1357-01	TCGA-04-1365-01	TCGA-09-1667-01	TCGA-09-1668-01	TCGA-09-1669-01	TCGA-09-2056-01	TCGA-13-0801-01	TCGA-13-0890-01	TCGA-13-0924-01	TCGA-13-1411-01	TCGA-13-1498-01	TCGA-13-1507-01	TCGA-13-2060-01	TCGA-20-1682-01	TCGA-23-1026-01	TCGA-23-1120-01	TCGA-23-1123-01	TCGA-23-2078-01	TCGA-24-1417-01	TCGA-24-1427-01	TCGA-24-1428-01	TCGA-24-1545-01	TCGA-24-1549-01	TCGA-24-1551-01	TCGA-24-1553-01	TCGA-24-1842-01	TCGA-24-1843-01	TCGA-24-1846-01	TCGA-24-1847-01	TCGA-24-1849-01	TCGA-24-1924-01	TCGA-24-1930-01	TCGA-24-2035-01	TCGA-24-2261-01	TCGA-24-2267-01	TCGA-24-2271-01	TCGA-24-2281-01	TCGA-24-2288-01	TCGA-24-2293-01	TCGA-25-1623-01	TCGA-25-1626-01	TCGA-25-1628-01	TCGA-25-1633-01	TCGA-25-2401-01	TCGA-29-1690-01	TCGA-29-1699-01	TCGA-29-1701-01	TCGA-29-1710-01	TCGA-29-1711-01	TCGA-29-1761-01	TCGA-29-1781-01	TCGA-29-1783-01	TCGA-29-1784-01	TCGA-29-1785-01	TCGA-29-2427-01	TCGA-29-2428-01	TCGA-30-1855-01	TCGA-30-1857-01	TCGA-30-1860-01	TCGA-31-1946-01	TCGA-31-1951-01	TCGA-31-1953-01	TCGA-31-1956-01	TCGA-31-1959-01	TCGA-36-1569-01	TCGA-36-1576-01	TCGA-36-1578-01	TCGA-36-1580-01	TCGA-36-1581-01	TCGA-57-1994-01	TCGA-59-2354-01	TCGA-61-1740-01	TCGA-61-1907-01	TCGA-61-1917-01	TCGA-61-1919-01	TCGA-61-2002-01	TCGA-61-2012-01	TCGA-61-2094-01	TCGA-61-2095-01	TCGA-61-2113-01
T cells	4.3351	2.952621429	3.3058	3.4461	2.501935714	4.912042857	3.648421429	4.872771429	4.19635	3.141264286	4.342271429	3.990328571	4.770842857	3.606428571	5.104085714	4.363435714	3.4651	4.778878571	4.356878571	4.684842857	3.959392857	5.187007143	5.203271429	4.838657143	4.526592857	4.593028571	4.551192857	2.863364286	4.840885714	4.191392857	3.955928571	3.605535714	4.76775	4.631535714	5.255242857	3.888592857	4.866457143	4.102914286	4.1926	4.209542857	5.374035714	2.074528571	4.783378571	2.91365	4.783421429	3.247114286	4.367557143	4.341757143	4.191321429	4.151807143	4.203285714	3.462878571	4.468528571	4.118628571	4.442642857	4.881128571	3.26785	3.002814286	3.590278571	5.269271429	4.217478571	4.619057143	4.211078571	3.348885714	3.158257143	3.697992857	4.743278571	5.113128571	4.70025	3.101257143	4.643457143	4.658892857	5.180164286	3.920942857	4.651985714	4.293642857	5.384485714	5.200135714	4.121992857	3.931128571	2.863942857	2.256771429	3.9178	3.164171429	4.842721429	4.838578571	4.094007143	4.229785714	4.885728571	5.162357143	4.822757143	4.291635714	5.667828571	3.110357143	5.019335714	4.659378571	3.2071	4.592564286	4.081478571	4.876928571	3.591035714	4.3413	4.80335	3.765864286	5.324307143	5.466728571	4.897678571	4.255235714	4.081571429	4.052242857	2.813385714	4.471407143	5.343021429	3.719728571	4.062835714	4.44405	5.030307143	4.449814286	3.383142857	4.745235714	2.674571429	5.182085714	5.092314286	4.4312	4.278292857	5.056942857	4.637085714	4.169507143	4.408592857	3.816307143	5.03385	3.578685714	2.872214286	3.473085714	4.394664286	2.781228571	5.084871429	4.8338	2.755564286	2.756714286	4.327421429	3.068885714	4.666314286	5.140364286	5.090264286	5.631278571	5.604564286	5.087878571	5.912992857	5.7889	5.503014286	5.3253	5.504735714	5.594028571	5.535935714	5.330542857	5.508635714	5.605228571	4.145821429	4.922142857	5.325092857	5.012464286	5.210792857	5.458314286	5.106692857	5.580285714	4.978914286	5.404621429	4.569885714	5.331742857	5.50365	5.508371429	5.542821429	5.701128571	5.761078571	5.440164286	5.586685714	5.12445	6.238157143	5.319892857	4.6363	4.949871429	5.51385	5.487164286	5.2235	5.830521429	4.664292857	5.229471429	4.783485714	5.707292857	5.467807143	5.680271429	5.936178571	4.804914286	5.703985714	5.036878571	5.359507143	5.448742857	5.017642857	5.269007143	5.963857143	5.358528571	5.612378571	5.566628571	5.018792857	5.941185714	5.721364286	5.064092857	5.2837	4.837821429	5.207528571	5.71405	5.306671429	5.164542857	6.545792857	4.869942857	5.129242857	5.785528571	5.98065	5.379721429	4.154407143	5.892635714	5.624142857	6.652921429	7.554757143	6.266035714	6.502714286	6.265064286	6.172171429	5.13875	5.789235714	5.497064286	6.277642857	6.206164286	5.407007143	6.233285714	6.195964286	5.956878571	5.813835714	6.261007143	6.629042857	6.882485714	6.1413	5.965264286	6.074185714	6.999621429	6.253057143	5.719857143	7.493078571	6.634378571	5.811135714	5.231921429	6.8929	7.078221429	6.686342857	6.266021429	6.182885714	6.549564286	6.519357143	6.706942857	6.548185714	6.816557143	5.993442857	7.233571429	6.899542857	6.83415	6.380557143	5.837	5.942964286	6.002492857	6.082671429	6.755414286	5.941771429	5.868671429	6.934092857	5.836571429	6.705978571	6.461835714	6.487964286	7.21595	6.095021429	5.737228571	6.668328571	5.435092857	6.081235714	6.793978571	7.604785714	6.342	6.378135714	6.590521429	6.406728571	6.147714286	6.868578571	6.871307143	6.338907143	6.34905	6.839807143	6.030157143	5.618957143	6.391414286	6.531421429	7.799607143	5.366614286	5.800678571
CD8 T cells	2.6543	4.3874	2.4108	1.4752	2.2059	4.7	5.095	3.3469	3.2123	5.5402	3.6888	3.2916	4.0965	0.6916	8.144	2.9836	1.7532	4.4826	4.2802	4.5826	1.2793	4.1281	6.3626	4.9017	2.2662	2.3799	4.181	3.3182	3.6108	1.4088	4.5704	0.7256	2.032	3.3694	4.0652	2.8145	3.2622	2.5054	2.2061	2.043	3.9894	0	3.4883	2.38	3.9024	2.4719	4.9757	3.3317	2.7663	2.7832	3.6893	2.4518	2.8811	11.1641	2.4903	3.2856	2.0424	0.7577	2.577	4.4257	2.7703	7.9426	3.395	5.1782	0.5097	2.5066	2.713	3.5435	4.0351	4.209	3.2032	1.5206	4.7641	2.0906	2.0229	6.0543	5.3848	4.4316	2.5105	4.814	0.4688	0.9636	2.6197	0.3464	4.5832	4.4706	1.6595	5.5039	5.9821	3.9212	3.7329	8.2895	4.1522	1.4864	3.1334	4.1416	5.5894	3.6499	3.0114	5.0836	3.5576	3.4977	2.0905	2.9934	4.8577	5.4293	4.2454	3.3008	1.5158	2.839	10.8082	1.9567	4.2465	1.8681	4.019	2.7501	4.037	5.7451	6.2204	2.4713	0.6494	4.6962	3.194	2.6422	4.7215	3.4848	5.6287	2.2237	9.2355	2.2835	4.9857	3.2177	2.0813	4.4933	3.1212	1.9996	3.0272	1.7579	2.1613	2.1151	2.695	0.4694	4.8454	5.064	4.5947	5.3708	5.6884	4.246	4.6832	5.4688	4.8345	5.9452	5.6208	4.0096	4.1991	4.4026	3.9825	4.8437	3.4555	4.9859	4.9335	3.5785	3.8186	3.8707	5.1404	4.4418	3.1596	5.7424	2.6288	6.1556	5.2225	4.6718	4.2462	4.3312	5.807	4.5643	6.1551	4.2698	5.1142	3.1544	3.0027	2.6083	5.088	9.0916	4.4665	5.0048	4.7498	4.3404	3.5983	5.5659	4.901	4.1689	4.9847	4.2688	4.8717	4.4047	3.2492	5.0717	3.2021	4.8783	5.1075	5.1709	4.1727	5.626	3.3716	5.3123	4.3657	7.374	5.2301	4.7505	5.2522	4.0601	4.7106	3.8011	4.4544	2.5315	2.5569	5.2042	6.1953	4.9719	1.6593	4.455	7.0366	6.3752	8.3568	6.0724	5.4014	5.6105	7.7943	5.2726	5.7638	4.9721	7.2415	6.6306	6.1908	6.1957	5.4412	5.7103	5.3715	5.5266	5.7064	6.1049	5.7539	6.1734	4.6108	6.7154	5.3361	5.2886	8.3142	6.3028	7.7952	4.0087	8.1033	7.2105	6.9181	5.5406	5.8733	6.6842	6.0679	5.4635	5.4611	6.172	5.6637	5.9486	7.4757	7.3522	6.3694	5.8532	5.0994	3.4456	6.8356	6.3524	6.2853	6.6498	7.83	5.3115	6.4981	7.0742	7.7943	7.2065	5.5911	6.1917	6.8891	4.252	5.1439	5.4571	7.7127	5.4561	6.9184	6.4143	6.1567	6.1221	6.7194	6.7693	5.5731	6.2284	7.1322	5.1131	4.5804	6.9691	6.4281	7.746	2.2741	5.1536
Cytotoxic lymphocytes	2.743071429	1.2052	2.0299	2.163471429	1.2924	3.300357143	1.973342857	2.570385714	3.281828571	2.149657143	2.486528571	2.716385714	2.5713	2.046114286	4.820714286	2.733071429	1.516342857	3.124071429	2.453114286	3.055542857	2.679857143	3.163871429	3.2641	2.807071429	3.080814286	2.3215	3.135728571	1.558971429	2.994228571	1.7613	1.825242857	1.415757143	2.605757143	2.5701	3.236585714	1.879814286	2.655771429	2.2024	2.028885714	2.752771429	3.298957143	0.6656	2.859828571	1.5691	3.2642	2.9041	2.324814286	2.013014286	2.411314286	2.372371429	1.877785714	2.138728571	2.395442857	1.855914286	2.527	3.030142857	2.413628571	1.543914286	2.384614286	3.527857143	2.996214286	2.694157143	2.539385714	1.543414286	2.916785714	1.963057143	2.930571429	3.069114286	3.026971429	1.325457143	2.535871429	1.967971429	3.164071429	1.6829	2.722757143	2.857871429	3.579414286	3.2248	2.901257143	2.1906	1.371214286	0.715114286	2.954685714	1.590985714	2.922271429	3.572	2.8763	2.476414286	3.390942857	3.521071429	2.870057143	2.441	2.856142857	2.046442857	3.204	2.9233	0.713842857	3.533771429	3.146671429	2.9845	2.042471429	3.174457143	2.058628571	1.864657143	3.537657143	4.422442857	2.878214286	2.335071429	2.6946	2.195685714	1.969057143	1.883357143	2.214328571	2.565414286	3.326157143	2.2401	3.1998	2.817157143	1.841585714	2.418214286	0.886014286	3.944	3.798642857	2.952157143	2.387114286	3.526671429	2.959371429	2.308285714	1.529842857	2.040628571	2.452642857	1.176242857	1.395728571	1.713628571	2.743014286	2.286857143	3.512685714	2.147728571	2.113314286	1.1839	2.204842857	1.880528571	3.198971429	3.830542857	4.279085714	3.620914286	3.8302	3.912385714	2.721228571	4.044685714	3.491542857	4.0088	4.4327	3.3061	3.410528571	3.535871429	2.478157143	4.033228571	2.071257143	3.195871429	4.021185714	2.855742857	4.575714286	3.257757143	3.4386	4.126542857	3.367842857	4.283628571	2.196557143	3.919214286	4.2827	3.802585714	3.785614286	3.771857143	3.706228571	2.889914286	3.614	3.990985714	3.999257143	3.207228571	2.426271429	3.197957143	3.530757143	4.577757143	3.234885714	3.5425	3.521771429	3.927242857	3.235371429	3.619328571	3.389128571	3.003028571	4.496128571	2.043071429	5.248571429	3.276514286	4.432442857	4.490128571	3.202871429	3.725471429	4.726285714	3.748928571	2.998571429	3.749514286	3.199142857	3.393785714	3.756828571	4.0906	3.008071429	3.441742857	3.389214286	3.239885714	2.773542857	3.471271429	3.710585714	2.382514286	3.805985714	4.549385714	3.536528571	3.705142857	1.256585714	3.6366	3.839971429	4.789342857	6.073557143	4.721657143	5.106385714	4.351685714	4.397171429	3.6931	4.059	3.761142857	4.339157143	4.976685714	4.753957143	5.060185714	3.761028571	4.263957143	4.871571429	4.736657143	4.987814286	4.618042857	5.177328571	4.418214286	4.055242857	4.878314286	5.166242857	4.7333	5.606142857	5.022828571	4.286385714	4.093042857	5.107314286	5.718885714	5.010857143	4.196114286	4.926428571	4.868857143	4.521842857	4.824228571	4.133042857	4.740342857	4.407871429	5.421642857	5.601342857	5.3842	4.0085	3.823557143	3.762342857	4.582628571	4.0789	5.968571429	4.4137	3.753442857	5.160014286	3.748942857	3.639142857	5.313428571	5.531314286	4.219857143	3.781228571	4.150171429	5.907757143	3.237028571	4.6973	6.037457143	5.071085714	4.206185714	4.147714286	4.593671429	4.938914286	3.763342857	5.052585714	4.746042857	5.0343	4.589471429	4.520785714	3.7332	3.413928571	4.7381	4.554028571	5.948257143	4.819914286	3.281142857
B lineage	2.4452625	3.4097625	2.6176625	3.3971	2.6116625	2.46425	2.8128625	3.2704375	3.618725	4.71955	2.6891	2.795125	5.0856125	3.694975	3.2205	3.6004375	3.45165	3.17135	4.426025	4.970225	2.864625	4.322125	4.2446	3.147025	2.698175	4.16555	5.5872	3.2753	3.9917125	3.99685	3.029725	2.7944625	3.4423375	3.3581125	4.0165375	2.426225	3.46245	2.1838	3.355025	3.812375	4.991325	2.1958875	4.17235	3.7975125	4.0367375	1.89795	3.0781	4.395225	1.9525375	3.1709	2.8980625	3.479675	3.0819625	2.9133375	3.076125	3.7021	2.065525	3.539025	3.07475	1.9287375	3.4516125	3.6782375	3.164525	2.8866	3.39595	1.9994875	4.439675	2.090925	3.170925	3.3979125	4.207175	2.10355	3.593375	3.615025	4.1876625	4.05095	5.284575	4.6314875	4.6310375	3.1254	3.2918875	1.5523125	4.0749375	2.873475	2.38445	3.927425	1.9498375	3.2657625	4.2647	1.2815875	3.6895625	3.2815625	3.293225	2.4237	3.95985	2.67065	2.2834625	4.4085	1.918075	3.7647625	3.9287125	3.3845	2.8715875	2.0943125	4.4883875	3.402275	4.1823	1.8552375	2.366825	4.0137625	3.0466125	2.9254875	4.0402875	3.143575	1.9381125	3.9225875	3.4257125	3.6528375	3.68755	3.475725	3.2181375	3.6060875	3.5520375	2.3282	2.8245875	2.8761625	3.519	5.15355	3.591075	1.7834625	3.3737375	2.8781875	3.4014875	2.5652375	2.741325	2.0381125	4.3687	3.5929875	1.2924	3.753275	3.7606125	3.4814875	3.5515625	2.6368125	3.11995	3.5811875	3.489825	3.4092375	4.440475	3.119975	2.9470625	4.851725	4.6940875	4.44285	5.3306375	4.1328375	3.8628875	3.50933125	3.2216875	5.2677125	3.86935	3.2831875	4.866025	3.595125	3.3419125	2.32885	3.3960375	4.10475	4.1317625	4.4271875	4.057925	3.4949375	3.6758125	2.70045	4.240475	2.9962625	4.3852625	4.048675	4.5831125	3.64905	4.043275	3.2703625	4.5038	4.639975	4.763775	3.39135	3.9774375	3.6227875	4.3111	3.1968	4.8282125	3.644	3.54675	3.8117875	3.647125	3.1399375	3.524225	2.8930375	3.8449875	2.793925	4.751875	4.4066375	4.034025	4.11365	3.1211125	4.9026125	5.8014	5.1990875	3.291	3.1015	2.7687	5.757175	3.4894375	2.5026625	3.3496625	3.1045625	2.67965	4.0265875	2.4157	3.6983875	2.9730625	4.539275	5.561525	4.4570875	6.3059375	4.298875	3.6693	3.1568375	6.011975	2.8403375	3.73615	5.0800375	5.8781625	4.2728625	3.5454875	3.169	4.422525	4.622425	3.5894625	3.56685	5.8058125	6.9342	4.2539	4.8904375	4.73435	6.1147125	3.89845	3.7321375	6.3758875	3.46945	4.99895	3.018075	4.761375	6.1833875	3.8405625	4.5252375	5.14165	4.0922625	6.534225	6.2023	3.7548375	6.93385	5.4632625	5.8598	5.4711125	4.8344	4.42195	4.4793625	3.6115125	4.4829625	4.5168375	4.748625	2.472025	3.5894125	6.5275125	4.05365	5.7583125	3.3306625	4.5947625	4.9964	5.291925	3.8827875	4.41355	3.5442	3.4254125	3.1323125	4.7348	4.7243375	5.39475	4.097125	4.010875	2.9530625	6.060325	6.4114875	5.5795875	5.9472125	5.0004125	4.3109125	3.714125	4.1865375	5.9504375	7.3998625	3.4409375	4.67125
NK cells	1.6298375	0.9491875	0.72345	0.5103875	0.63575	1.8593125	0.9349	1.5865	1.4826125	0.70775	1.4187875	0.5988375	1.1484375	1.1904625	1.10455	1.2254	0.74995	1.084375	0.940375	0.9038125	1.2347625	1.519975	1.2651875	1.0588	1.78545	1.5039	1.82565	0.7805625	1.398125	0.8147875	1.038125	0.981325	1.6119125	0.8594625	0.88775	1.0066875	1.5291625	1.0029375	1.588975	1.7208125	1.5194625	0.3862375	1.440725	0.7191125	1.2505875	1.2430875	0.6937375	0.7822875	1.082675	0.587075	0.87955	0.7279375	1.3341375	0.454625	0.9135125	1.2198	1.157875	0.7796625	0.964125	1.860525	1.602975	1.17525	1.0744375	0.4807375	1.2283125	1.1376125	1.4759375	1.460175	1.2181875	0.728325	1.175425	1.37175	1.343225	0.8381875	2.0250875	1.1868125	1.3336375	1.538	0.7389625	1.0161125	0.879975	0.3430625	1.4054125	1.105625	1.3086	0.9517875	1.8359875	0.6358875	1.4568125	1.783925	0.81465	1.6623375	1.1883125	0.6213125	0.867475	1.0747875	1.0697875	1.5213875	1.409025	1.001175	0.60635	1.502875	1.0587375	0.900625	1.416175	1.0932875	1.4052375	1.04805	1.139175	1.0955125	0.5994125	1.1475375	0.613575	1.1559875	1.333925	1.07735	1.696675	1.8170875	1.2362375	0.8563	1.2221625	1.46015	1.6133875	1.2657625	0.8252875	2.110425	1.2656625	1.070225	0.9404	1.2015375	1.25645	1.1475875	0.4652375	0.9186375	0.78935	1.0463875	2.0744625	1.3344875	0.7396125	0.7476	1.520775	0.6920625	2.2425125	2.2624375	2.5826375	1.1924	1.0531	2.3606125	1.2696	3.1492125	2.1775125	1.62925	2.6865875	2.0809375	1.8786875	1.483075	1.1849125	1.569075	0.87895	1.300825	2.2290375	1.72705	2.728625	1.921575	1.4784625	2.7473375	1.8272125	1.9172125	1.3105875	2.1416875	2.3568125	1.9544875	2.2083	1.8735	1.76315	1.2951375	1.6591125	1.9647125	2.1184125	1.5365125	0.9819625	1.9668375	1.7781625	1.8253	1.5270625	1.4814625	2.0984375	1.660025	1.80385	1.502025	1.9406	1.4985875	1.8377125	1.117625	2.7316	1.66395	3.1949125	2.5872625	1.295575	1.2206375	2.44035	1.4518	1.62855	2.062375	2.1390875	1.1978125	1.614175	1.9085	1.3664125	1.297125	1.2173125	1.1594125	1.064325	1.6621375	1.91405	1.322075	2.123475	1.646525	1.2701125	1.9215125	0.9102375	2.1458125	1.5741375	2.1441	2.7516875	2.5955	2.871725	3.1920125	2.076	1.0906625	1.4477125	1.872525	2.014075	2.581825	2.8786125	2.065175	1.811075	1.440825	2.1674875	2.6487	3.0042	1.9446625	2.90005	1.5014625	2.536725	2.45725	3.1357	2.9385	2.2992375	3.015475	1.4628625	2.126725	2.4214125	3.2864125	1.85315	1.8689875	2.5362125	2.66065	1.915925	2.4051125	1.82875	2.15245	2.108275	2.8396625	2.162625	2.025275	1.4228875	1.5736	1.887375	2.4411125	1.243775	3.8841125	2.5105375	0.9039125	1.9414125	1.5655625	1.4940875	2.8696625	3.185025	1.7456375	1.6649	1.9467625	3.09535	2.8615625	2.9667	3.6601125	2.400575	1.9775375	1.75745	1.762825	2.69175	1.0697125	1.8443125	2.187425	3.1543875	1.9094875	1.493125	1.197375	1.4187625	1.6090375	1.8379	3.2450375	3.805875	1.7898625
Monocytic lineage	6.8871	4.779685714	4.720414286	5.621942857	4.479885714	7.041528571	7.0586	8.236228571	7.913128571	6.318685714	7.620585714	6.269228571	6.987028571	5.9894	7.464228571	4.851357143	5.027342857	7.376285714	6.127842857	6.380771429	6.1601	6.844457143	7.726114286	6.181157143	6.681	6.455071429	6.994571429	6.481514286	6.985414286	7.342271429	5.305828571	6.749285714	7.645914286	7.070928571	8.393428571	6.398014286	7.615	6.063914286	7.268942857	6.996371429	7.346485714	5.846657143	7.891842857	6.572614286	6.817385714	8.5199	6.354785714	7.588142857	7.086428571	6.9045	7.5044	7.301985714	7.008214286	5.705371429	6.9941	7.187742857	6.002014286	6.355414286	6.273857143	7.265614286	7.613585714	6.5657	6.929914286	6.825442857	7.048242857	8.384071429	6.396228571	6.751471429	7.7992	6.011842857	6.652028571	8.0104	7.998514286	7.814842857	8.206057143	6.6533	7.047557143	8.240328571	7.274	6.965428571	6.149528571	4.873985714	7.697614286	4.339214286	7.314028571	6.945642857	7.574971429	7.331057143	7.561042857	7.707457143	6.786871429	6.383242857	7.666057143	6.737428571	6.582428571	8.040114286	7.360828571	8.257271429	7.478571429	7.402371429	6.431871429	7.053557143	7.624142857	6.288628571	7.2207	7.620357143	7.589128571	7.492771429	6.8127	6.173271429	6.562357143	6.895271429	7.482028571	5.905028571	7.5923	7.8833	8.328714286	7.527757143	6.511557143	7.1934	6.807071429	8.030185714	7.486428571	7.442214286	6.896628571	8.113628571	7.2402	6.601471429	6.161557143	7.452771429	7.984371429	6.760871429	5.976514286	6.174485714	6.743128571	8.085071429	7.346642857	6.797185714	5.759914286	6.621571429	5.339257143	5.299557143	9.138857143	7.390414286	8.895957143	8.1297	8.342257143	8.031471429	6.399914286	7.607285714	7.771628571	7.480057143	7.746314286	7.6764	6.870942857	7.7542	8.969842857	7.41495	7.861642857	8.1863	6.9622	7.3494	8.680614286	9.063657143	8.503057143	8.581242857	8.6247	7.413085714	8.504485714	8.768028571	8.427385714	7.658114286	7.814671429	9.694628571	8.014828571	7.495685714	7.548485714	7.9777	7.734885714	8.355128571	8.931071429	8.952542857	7.640514286	6.4678	7.788514286	8.647914286	8.0273	7.959485714	9.137857143	8.299342857	7.955342857	9.361514286	7.800342857	8.9013	8.151057143	7.455671429	8.384785714	8.709114286	7.621771429	9.342928571	7.994157143	7.570942857	7.291685714	8.352357143	8.1159	8.331871429	8.617085714	7.990228571	7.305071429	7.7359	8.395528571	7.9286	8.240628571	8.062942857	8.783	8.3057	7.439485714	9.559914286	8.1073	7.7565	7.984242857	8.3574	8.115342857	8.386028571	9.1173	8.318	8.418014286	8.6001	7.789914286	7.924557143	9.667414286	8.077942857	7.895328571	9.893128571	7.655342857	8.484957143	8.229214286	8.076228571	8.154828571	8.588628571	8.801514286	7.812757143	8.9307	8.048228571	8.904485714	8.886928571	7.115914286	8.776442857	9.102257143	8.6406	8.752457143	8.134357143	8.834257143	8.972542857	8.787157143	9.3153	8.576071429	8.604471429	9.284171429	8.178971429	8.975614286	8.188414286	9.327828571	9.275371429	9.168128571	8.634628571	8.392485714	9.513385714	8.954171429	8.957485714	8.205528571	9.253285714	8.233771429	7.8723	9.218971429	8.477514286	8.786157143	8.121014286	9.0527	8.461885714	8.361557143	8.229142857	8.438157143	8.7798	8.487557143	9.464714286	9.982442857	9.107085714	8.836485714	9.0461	8.553542857	8.755242857	8.893128571	8.500471429	8.495742857	9.103014286	8.552614286	8.275614286	8.901142857	8.559457143	8.679028571	9.894157143	8.720214286	8.423928571
